"FIPS Code","Geography","Year","Program Type","Population"
"36019","Clinton County","1979","Intercensal Population Estimate","80,952"
"36021","Columbia County","1979","Intercensal Population Estimate","59,193"
"36023","Cortland County","1979","Intercensal Population Estimate","47,881"
"36025","Delaware County","1979","Intercensal Population Estimate","47,376"
"36027","Dutchess County","1979","Intercensal Population Estimate","242,178"
"36029","Erie County","1979","Intercensal Population Estimate","1,033,073"
"36031","Essex County","1979","Intercensal Population Estimate","35,997"
"36033","Franklin County","1979","Intercensal Population Estimate","44,582"
"36035","Fulton County","1979","Intercensal Population Estimate","56,196"
"36037","Genesee County","1979","Intercensal Population Estimate","59,323"
"36039","Greene County","1979","Intercensal Population Estimate","40,976"
"36041","Hamilton County","1979","Intercensal Population Estimate","5,261"
"36043","Herkimer County","1979","Intercensal Population Estimate","66,993"
"36045","Jefferson County","1979","Intercensal Population Estimate","89,161"
"36047","Kings County","1979","Intercensal Population Estimate","2,242,530"
"36049","Lewis County","1979","Intercensal Population Estimate","25,847"
"36051","Livingston County","1979","Intercensal Population Estimate","58,086"
"36053","Madison County","1979","Intercensal Population Estimate","66,179"
"36055","Monroe County","1979","Intercensal Population Estimate","701,858"
"36057","Montgomery County","1979","Intercensal Population Estimate","53,552"
"36059","Nassau County","1979","Intercensal Population Estimate","1,314,333"
"36061","New York County","1979","Intercensal Population Estimate","1,428,122"
"36063","Niagara County","1979","Intercensal Population Estimate","230,500"
"36065","Oneida County","1979","Intercensal Population Estimate","256,695"
"36067","Onondaga County","1979","Intercensal Population Estimate","463,396"
"36069","Ontario County","1979","Intercensal Population Estimate","89,557"
"36071","Orange County","1979","Intercensal Population Estimate","259,886"
"36073","Orleans County","1979","Intercensal Population Estimate","38,670"
"36075","Oswego County","1979","Intercensal Population Estimate","115,072"
"36077","Otsego County","1979","Intercensal Population Estimate","59,710"
"36079","Putnam County","1979","Intercensal Population Estimate","76,662"
"36081","Queens County","1979","Intercensal Population Estimate","1,895,985"
"36083","Rensselaer County","1979","Intercensal Population Estimate","152,792"
"36085","Richmond County","1979","Intercensal Population Estimate","346,930"
"36087","Rockland County","1979","Intercensal Population Estimate","257,088"
"36089","St. Lawrence County","1979","Intercensal Population Estimate","115,471"
"36091","Saratoga County","1979","Intercensal Population Estimate","155,314"
"36093","Schenectady County","1979","Intercensal Population Estimate","151,413"
"36095","Schoharie County","1979","Intercensal Population Estimate","29,725"
"36097","Schuyler County","1979","Intercensal Population Estimate","18,059"
"36099","Seneca County","1979","Intercensal Population Estimate","34,798"
"36101","Steuben County","1979","Intercensal Population Estimate","99,998"
"36103","Suffolk County","1979","Intercensal Population Estimate","1,286,679"
"36105","Sullivan County","1979","Intercensal Population Estimate","66,290"
"36107","Tioga County","1979","Intercensal Population Estimate","49,909"
"36109","Tompkins County","1979","Intercensal Population Estimate","87,162"
"36111","Ulster County","1979","Intercensal Population Estimate","159,609"
"36113","Warren County","1979","Intercensal Population Estimate","55,103"
"36115","Washington County","1979","Intercensal Population Estimate","55,365"
"36117","Wayne County","1979","Intercensal Population Estimate","86,830"
"36119","Westchester County","1979","Intercensal Population Estimate","870,643"
"36121","Wyoming County","1979","Intercensal Population Estimate","40,628"
"36123","Yates County","1979","Intercensal Population Estimate","21,205"
"36000","New York State","1978","Intercensal Population Estimate","17,720,503"
"36001","Albany County","1978","Intercensal Population Estimate","286,918"
"36003","Allegany County","1978","Intercensal Population Estimate","52,207"
"36005","Bronx County","1978","Intercensal Population Estimate","1,220,935"
"36007","Broome County","1978","Intercensal Population Estimate","217,855"
"36009","Cattaraugus County","1978","Intercensal Population Estimate","85,883"
"36011","Cayuga County","1978","Intercensal Population Estimate","80,966"
"36013","Chautauqua County","1978","Intercensal Population Estimate","147,845"
"36015","Chemung County","1978","Intercensal Population Estimate","98,694"
"36017","Chenango County","1978","Intercensal Population Estimate","49,292"
"36019","Clinton County","1978","Intercensal Population Estimate","80,821"
"36021","Columbia County","1978","Intercensal Population Estimate","58,799"
"36023","Cortland County","1978","Intercensal Population Estimate","48,171"
"36025","Delaware County","1978","Intercensal Population Estimate","47,453"
"36027","Dutchess County","1978","Intercensal Population Estimate","240,407"
"36029","Erie County","1978","Intercensal Population Estimate","1,043,736"
"36031","Essex County","1978","Intercensal Population Estimate","35,798"
"36033","Franklin County","1978","Intercensal Population Estimate","44,870"
"36035","Fulton County","1978","Intercensal Population Estimate","56,277"
"36037","Genesee County","1978","Intercensal Population Estimate","59,797"
"36039","Greene County","1978","Intercensal Population Estimate","41,479"
"36041","Hamilton County","1978","Intercensal Population Estimate","5,201"
"36043","Herkimer County","1978","Intercensal Population Estimate","67,159"
"36045","Jefferson County","1978","Intercensal Population Estimate","89,652"
"36047","Kings County","1978","Intercensal Population Estimate","2,277,488"
"36049","Lewis County","1978","Intercensal Population Estimate","25,728"
"36051","Livingston County","1978","Intercensal Population Estimate","57,308"
"36053","Madison County","1978","Intercensal Population Estimate","66,144"
"36055","Monroe County","1978","Intercensal Population Estimate","704,925"
"36057","Montgomery County","1978","Intercensal Population Estimate","54,800"
"36059","Nassau County","1978","Intercensal Population Estimate","1,320,672"
"36061","New York County","1978","Intercensal Population Estimate","1,436,023"
"36063","Niagara County","1978","Intercensal Population Estimate","232,360"
"36065","Oneida County","1978","Intercensal Population Estimate","258,380"
"36067","Onondaga County","1978","Intercensal Population Estimate","465,564"
"36069","Ontario County","1978","Intercensal Population Estimate","89,178"
"36071","Orange County","1978","Intercensal Population Estimate","255,591"
"36073","Orleans County","1978","Intercensal Population Estimate","39,095"
"36075","Oswego County","1978","Intercensal Population Estimate","115,095"
"36077","Otsego County","1978","Intercensal Population Estimate","59,801"
"36079","Putnam County","1978","Intercensal Population Estimate","74,019"
"36081","Queens County","1978","Intercensal Population Estimate","1,904,879"
"36083","Rensselaer County","1978","Intercensal Population Estimate","153,110"
"36085","Richmond County","1978","Intercensal Population Estimate","339,617"
"36087","Rockland County","1978","Intercensal Population Estimate","254,853"
"36089","St. Lawrence County","1978","Intercensal Population Estimate","116,161"
"36091","Saratoga County","1978","Intercensal Population Estimate","153,900"
"36093","Schenectady County","1978","Intercensal Population Estimate","153,186"
"36095","Schoharie County","1978","Intercensal Population Estimate","29,546"
"36097","Schuyler County","1978","Intercensal Population Estimate","17,865"
"36099","Seneca County","1978","Intercensal Population Estimate","34,492"
"36101","Steuben County","1978","Intercensal Population Estimate","100,474"
"36103","Suffolk County","1978","Intercensal Population Estimate","1,280,738"
"36105","Sullivan County","1978","Intercensal Population Estimate","66,076"
"36107","Tioga County","1978","Intercensal Population Estimate","49,856"
"36109","Tompkins County","1978","Intercensal Population Estimate","86,460"
"36111","Ulster County","1978","Intercensal Population Estimate","158,623"
"36113","Warren County","1978","Intercensal Population Estimate","54,824"
"36115","Washington County","1978","Intercensal Population Estimate","55,517"
"36117","Wayne County","1978","Intercensal Population Estimate","83,946"
"36119","Westchester County","1978","Intercensal Population Estimate","872,336"
"36121","Wyoming County","1978","Intercensal Population Estimate","40,426"
"36123","Yates County","1978","Intercensal Population Estimate","21,232"
"36000","New York State","1977","Intercensal Population Estimate","17,851,561"
"36001","Albany County","1977","Intercensal Population Estimate","286,155"
"36003","Allegany County","1977","Intercensal Population Estimate","52,153"
"36005","Bronx County","1977","Intercensal Population Estimate","1,265,491"
"36007","Broome County","1977","Intercensal Population Estimate","219,102"
"36009","Cattaraugus County","1977","Intercensal Population Estimate","85,605"
"36011","Cayuga County","1977","Intercensal Population Estimate","80,834"
"36013","Chautauqua County","1977","Intercensal Population Estimate","148,902"
"36015","Chemung County","1977","Intercensal Population Estimate","99,340"
"36017","Chenango County","1977","Intercensal Population Estimate","49,150"
"36019","Clinton County","1977","Intercensal Population Estimate","81,237"
"36021","Columbia County","1977","Intercensal Population Estimate","58,418"
"36023","Cortland County","1977","Intercensal Population Estimate","47,834"
"36025","Delaware County","1977","Intercensal Population Estimate","47,763"
"36027","Dutchess County","1977","Intercensal Population Estimate","238,892"
"36029","Erie County","1977","Intercensal Population Estimate","1,057,904"
"36031","Essex County","1977","Intercensal Population Estimate","35,817"
"36033","Franklin County","1977","Intercensal Population Estimate","44,829"
"36035","Fulton County","1977","Intercensal Population Estimate","55,715"
"36037","Genesee County","1977","Intercensal Population Estimate","60,334"
"36039","Greene County","1977","Intercensal Population Estimate","41,055"
"36041","Hamilton County","1977","Intercensal Population Estimate","5,076"
"36043","Herkimer County","1977","Intercensal Population Estimate","66,926"
"36045","Jefferson County","1977","Intercensal Population Estimate","90,090"
"36047","Kings County","1977","Intercensal Population Estimate","2,336,106"
"36049","Lewis County","1977","Intercensal Population Estimate","25,403"
"36051","Livingston County","1977","Intercensal Population Estimate","58,015"
"36053","Madison County","1977","Intercensal Population Estimate","66,075"
"36055","Monroe County","1977","Intercensal Population Estimate","709,212"
"36057","Montgomery County","1977","Intercensal Population Estimate","54,862"
"36059","Nassau County","1977","Intercensal Population Estimate","1,330,504"
"36061","New York County","1977","Intercensal Population Estimate","1,451,809"
"36063","Niagara County","1977","Intercensal Population Estimate","231,891"
"36065","Oneida County","1977","Intercensal Population Estimate","260,019"
"36067","Onondaga County","1977","Intercensal Population Estimate","466,731"
"36069","Ontario County","1977","Intercensal Population Estimate","87,682"
"36071","Orange County","1977","Intercensal Population Estimate","250,952"
"36073","Orleans County","1977","Intercensal Population Estimate","38,840"
"36075","Oswego County","1977","Intercensal Population Estimate","114,394"
"36077","Otsego County","1977","Intercensal Population Estimate","59,563"
"36079","Putnam County","1977","Intercensal Population Estimate","73,615"
"36081","Queens County","1977","Intercensal Population Estimate","1,915,378"
"36083","Rensselaer County","1977","Intercensal Population Estimate","153,237"
"36085","Richmond County","1977","Intercensal Population Estimate","331,933"
"36087","Rockland County","1977","Intercensal Population Estimate","252,124"
"36089","St. Lawrence County","1977","Intercensal Population Estimate","117,074"
"36091","Saratoga County","1977","Intercensal Population Estimate","151,690"
"36093","Schenectady County","1977","Intercensal Population Estimate","154,136"
"36095","Schoharie County","1977","Intercensal Population Estimate","29,431"
"36097","Schuyler County","1977","Intercensal Population Estimate","17,793"
"36099","Seneca County","1977","Intercensal Population Estimate","34,216"
"36101","Steuben County","1977","Intercensal Population Estimate","100,027"
"36103","Suffolk County","1977","Intercensal Population Estimate","1,272,824"
"36105","Sullivan County","1977","Intercensal Population Estimate","65,635"
"36107","Tioga County","1977","Intercensal Population Estimate","49,572"
"36109","Tompkins County","1977","Intercensal Population Estimate","86,291"
"36111","Ulster County","1977","Intercensal Population Estimate","157,564"
"36113","Warren County","1977","Intercensal Population Estimate","54,471"
"36115","Washington County","1977","Intercensal Population Estimate","55,365"
"36117","Wayne County","1977","Intercensal Population Estimate","84,679"
"36119","Westchester County","1977","Intercensal Population Estimate","872,375"
"36121","Wyoming County","1977","Intercensal Population Estimate","40,299"
"36123","Yates County","1977","Intercensal Population Estimate","21,152"
"36000","New York State","1976","Intercensal Population Estimate","17,974,781"
"36001","Albany County","1976","Intercensal Population Estimate","286,519"
"36003","Allegany County","1976","Intercensal Population Estimate","51,859"
"36005","Bronx County","1976","Intercensal Population Estimate","1,313,974"
"36007","Broome County","1976","Intercensal Population Estimate","219,805"
"36009","Cattaraugus County","1976","Intercensal Population Estimate","85,555"
"36011","Cayuga County","1976","Intercensal Population Estimate","80,351"
"36013","Chautauqua County","1976","Intercensal Population Estimate","148,911"
"36015","Chemung County","1976","Intercensal Population Estimate","100,016"
"36017","Chenango County","1976","Intercensal Population Estimate","48,650"
"36019","Clinton County","1976","Intercensal Population Estimate","81,041"
"36021","Columbia County","1976","Intercensal Population Estimate","57,146"
"36023","Cortland County","1976","Intercensal Population Estimate","48,297"
"36025","Delaware County","1976","Intercensal Population Estimate","47,607"
"36027","Dutchess County","1976","Intercensal Population Estimate","237,795"
"36029","Erie County","1976","Intercensal Population Estimate","1,069,554"
"36031","Essex County","1976","Intercensal Population Estimate","35,724"
"36033","Franklin County","1976","Intercensal Population Estimate","44,768"
"36035","Fulton County","1976","Intercensal Population Estimate","55,783"
"36037","Genesee County","1976","Intercensal Population Estimate","60,685"
"36039","Greene County","1976","Intercensal Population Estimate","40,356"
"36041","Hamilton County","1976","Intercensal Population Estimate","5,042"
"36043","Herkimer County","1976","Intercensal Population Estimate","67,537"
"36045","Jefferson County","1976","Intercensal Population Estimate","90,491"
"36047","Kings County","1976","Intercensal Population Estimate","2,391,675"
"36049","Lewis County","1976","Intercensal Population Estimate","25,154"
"36051","Livingston County","1976","Intercensal Population Estimate","57,831"
"36053","Madison County","1976","Intercensal Population Estimate","65,836"
"36055","Monroe County","1976","Intercensal Population Estimate","709,062"
"36057","Montgomery County","1976","Intercensal Population Estimate","54,455"
"36059","Nassau County","1976","Intercensal Population Estimate","1,342,310"
"36061","New York County","1976","Intercensal Population Estimate","1,465,780"
"36063","Niagara County","1976","Intercensal Population Estimate","233,540"
"36065","Oneida County","1976","Intercensal Population Estimate","262,360"
"36067","Onondaga County","1976","Intercensal Population Estimate","468,648"
"36069","Ontario County","1976","Intercensal Population Estimate","86,775"
"36071","Orange County","1976","Intercensal Population Estimate","245,806"
"36073","Orleans County","1976","Intercensal Population Estimate","38,764"
"36075","Oswego County","1976","Intercensal Population Estimate","113,060"
"36077","Otsego County","1976","Intercensal Population Estimate","59,650"
"36079","Putnam County","1976","Intercensal Population Estimate","71,807"
"36081","Queens County","1976","Intercensal Population Estimate","1,929,015"
"36083","Rensselaer County","1976","Intercensal Population Estimate","152,768"
"36085","Richmond County","1976","Intercensal Population Estimate","327,296"
"36087","Rockland County","1976","Intercensal Population Estimate","249,013"
"36089","St. Lawrence County","1976","Intercensal Population Estimate","117,346"
"36091","Saratoga County","1976","Intercensal Population Estimate","149,661"
"36093","Schenectady County","1976","Intercensal Population Estimate","154,713"
"36095","Schoharie County","1976","Intercensal Population Estimate","29,295"
"36097","Schuyler County","1976","Intercensal Population Estimate","17,875"
"36099","Seneca County","1976","Intercensal Population Estimate","34,240"
"36101","Steuben County","1976","Intercensal Population Estimate","100,289"
"36103","Suffolk County","1976","Intercensal Population Estimate","1,257,888"
"36105","Sullivan County","1976","Intercensal Population Estimate","64,212"
"36107","Tioga County","1976","Intercensal Population Estimate","49,271"
"36109","Tompkins County","1976","Intercensal Population Estimate","86,073"
"36111","Ulster County","1976","Intercensal Population Estimate","157,797"
"36113","Warren County","1976","Intercensal Population Estimate","53,617"
"36115","Washington County","1976","Intercensal Population Estimate","55,280"
"36117","Wayne County","1976","Intercensal Population Estimate","84,118"
"36119","Westchester County","1976","Intercensal Population Estimate","874,230"
"36121","Wyoming County","1976","Intercensal Population Estimate","40,022"
"36123","Yates County","1976","Intercensal Population Estimate","20,783"
"36000","New York State","1975","Intercensal Population Estimate","18,032,337"
"36001","Albany County","1975","Intercensal Population Estimate","287,864"
"36003","Allegany County","1975","Intercensal Population Estimate","51,452"
"36005","Bronx County","1975","Intercensal Population Estimate","1,347,968"
"36007","Broome County","1975","Intercensal Population Estimate","220,043"
"36009","Cattaraugus County","1975","Intercensal Population Estimate","84,963"
"36011","Cayuga County","1975","Intercensal Population Estimate","79,282"
"36013","Chautauqua County","1975","Intercensal Population Estimate","149,047"
"36015","Chemung County","1975","Intercensal Population Estimate","100,501"
"36017","Chenango County","1975","Intercensal Population Estimate","47,988"
"36019","Clinton County","1975","Intercensal Population Estimate","80,982"
"36021","Columbia County","1975","Intercensal Population Estimate","56,906"
"36023","Cortland County","1975","Intercensal Population Estimate","48,189"
"36025","Delaware County","1975","Intercensal Population Estimate","47,192"
"36027","Dutchess County","1975","Intercensal Population Estimate","238,022"
"36029","Erie County","1975","Intercensal Population Estimate","1,079,180"
"36031","Essex County","1975","Intercensal Population Estimate","35,514"
"36033","Franklin County","1975","Intercensal Population Estimate","44,598"
"36035","Fulton County","1975","Intercensal Population Estimate","55,523"
"36037","Genesee County","1975","Intercensal Population Estimate","60,396"
"36039","Greene County","1975","Intercensal Population Estimate","39,623"
"36041","Hamilton County","1975","Intercensal Population Estimate","5,038"
"36043","Herkimer County","1975","Intercensal Population Estimate","68,062"
"36045","Jefferson County","1975","Intercensal Population Estimate","90,234"
"36047","Kings County","1975","Intercensal Population Estimate","2,422,649"
"36049","Lewis County","1975","Intercensal Population Estimate","25,187"
"36051","Livingston County","1975","Intercensal Population Estimate","57,724"
"36053","Madison County","1975","Intercensal Population Estimate","65,718"
"36055","Monroe County","1975","Intercensal Population Estimate","709,235"
"36057","Montgomery County","1975","Intercensal Population Estimate","54,802"
"36059","Nassau County","1975","Intercensal Population Estimate","1,351,369"
"36061","New York County","1975","Intercensal Population Estimate","1,464,136"
"36063","Niagara County","1975","Intercensal Population Estimate","233,802"
"36065","Oneida County","1975","Intercensal Population Estimate","265,060"
"36067","Onondaga County","1975","Intercensal Population Estimate","468,581"
"36069","Ontario County","1975","Intercensal Population Estimate","86,021"
"36071","Orange County","1975","Intercensal Population Estimate","245,270"
"36073","Orleans County","1975","Intercensal Population Estimate","38,582"
"36075","Oswego County","1975","Intercensal Population Estimate","111,810"
"36077","Otsego County","1975","Intercensal Population Estimate","59,598"
"36079","Putnam County","1975","Intercensal Population Estimate","70,770"
"36081","Queens County","1975","Intercensal Population Estimate","1,934,047"
"36083","Rensselaer County","1975","Intercensal Population Estimate","154,031"
"36085","Richmond County","1975","Intercensal Population Estimate","323,458"
"36087","Rockland County","1975","Intercensal Population Estimate","247,957"
"36089","St. Lawrence County","1975","Intercensal Population Estimate","116,753"
"36091","Saratoga County","1975","Intercensal Population Estimate","147,019"
"36093","Schenectady County","1975","Intercensal Population Estimate","156,151"
"36095","Schoharie County","1975","Intercensal Population Estimate","29,294"
"36097","Schuyler County","1975","Intercensal Population Estimate","17,858"
"36099","Seneca County","1975","Intercensal Population Estimate","34,177"
"36101","Steuben County","1975","Intercensal Population Estimate","100,529"
"36103","Suffolk County","1975","Intercensal Population Estimate","1,242,709"
"36105","Sullivan County","1975","Intercensal Population Estimate","62,346"
"36107","Tioga County","1975","Intercensal Population Estimate","48,619"
"36109","Tompkins County","1975","Intercensal Population Estimate","85,475"
"36111","Ulster County","1975","Intercensal Population Estimate","156,025"
"36113","Warren County","1975","Intercensal Population Estimate","53,653"
"36115","Washington County","1975","Intercensal Population Estimate","54,727"
"36117","Wayne County","1975","Intercensal Population Estimate","84,045"
"36119","Westchester County","1975","Intercensal Population Estimate","874,268"
"36121","Wyoming County","1975","Intercensal Population Estimate","39,616"
"36123","Yates County","1975","Intercensal Population Estimate","20,699"
"36000","New York State","1974","Intercensal Population Estimate","18,072,890"
"36001","Albany County","1974","Intercensal Population Estimate","289,148"
"36003","Allegany County","1974","Intercensal Population Estimate","50,539"
"36005","Bronx County","1974","Intercensal Population Estimate","1,381,621"
"36007","Broome County","1974","Intercensal Population Estimate","218,031"
"36009","Cattaraugus County","1974","Intercensal Population Estimate","83,950"
"36011","Cayuga County","1974","Intercensal Population Estimate","79,327"
"36013","Chautauqua County","1974","Intercensal Population Estimate","148,714"
"36015","Chemung County","1974","Intercensal Population Estimate","99,940"
"36017","Chenango County","1974","Intercensal Population Estimate","47,397"
"36019","Clinton County","1974","Intercensal Population Estimate","79,864"
"36021","Columbia County","1974","Intercensal Population Estimate","56,574"
"36023","Cortland County","1974","Intercensal Population Estimate","47,674"
"36025","Delaware County","1974","Intercensal Population Estimate","46,772"
"36027","Dutchess County","1974","Intercensal Population Estimate","234,742"
"36029","Erie County","1974","Intercensal Population Estimate","1,085,518"
"36031","Essex County","1974","Intercensal Population Estimate","35,225"
"36033","Franklin County","1974","Intercensal Population Estimate","44,283"
"36035","Fulton County","1974","Intercensal Population Estimate","55,288"
"36037","Genesee County","1974","Intercensal Population Estimate","59,455"
"36039","Greene County","1974","Intercensal Population Estimate","38,506"
"36041","Hamilton County","1974","Intercensal Population Estimate","5,130"
"36043","Herkimer County","1974","Intercensal Population Estimate","67,803"
"36045","Jefferson County","1974","Intercensal Population Estimate","89,487"
"36047","Kings County","1974","Intercensal Population Estimate","2,455,992"
"36049","Lewis County","1974","Intercensal Population Estimate","24,874"
"36051","Livingston County","1974","Intercensal Population Estimate","56,620"
"36053","Madison County","1974","Intercensal Population Estimate","65,169"
"36055","Monroe County","1974","Intercensal Population Estimate","705,883"
"36057","Montgomery County","1974","Intercensal Population Estimate","55,841"
"36059","Nassau County","1974","Intercensal Population Estimate","1,354,613"
"36061","New York County","1974","Intercensal Population Estimate","1,494,432"
"36063","Niagara County","1974","Intercensal Population Estimate","233,165"
"36065","Oneida County","1974","Intercensal Population Estimate","267,041"
"36067","Onondaga County","1974","Intercensal Population Estimate","468,613"
"36069","Ontario County","1974","Intercensal Population Estimate","84,873"
"36071","Orange County","1974","Intercensal Population Estimate","240,615"
"36073","Orleans County","1974","Intercensal Population Estimate","38,270"
"36075","Oswego County","1974","Intercensal Population Estimate","109,216"
"36077","Otsego County","1974","Intercensal Population Estimate","58,466"
"36079","Putnam County","1974","Intercensal Population Estimate","68,041"
"36081","Queens County","1974","Intercensal Population Estimate","1,945,563"
"36083","Rensselaer County","1974","Intercensal Population Estimate","154,069"
"36085","Richmond County","1974","Intercensal Population Estimate","320,190"
"36087","Rockland County","1974","Intercensal Population Estimate","242,094"
"36089","St. Lawrence County","1974","Intercensal Population Estimate","115,158"
"36091","Saratoga County","1974","Intercensal Population Estimate","143,132"
"36093","Schenectady County","1974","Intercensal Population Estimate","157,423"
"36095","Schoharie County","1974","Intercensal Population Estimate","28,932"
"36097","Schuyler County","1974","Intercensal Population Estimate","17,583"
"36099","Seneca County","1974","Intercensal Population Estimate","33,936"
"36101","Steuben County","1974","Intercensal Population Estimate","99,795"
"36103","Suffolk County","1974","Intercensal Population Estimate","1,215,793"
"36105","Sullivan County","1974","Intercensal Population Estimate","61,446"
"36107","Tioga County","1974","Intercensal Population Estimate","47,605"
"36109","Tompkins County","1974","Intercensal Population Estimate","85,587"
"36111","Ulster County","1974","Intercensal Population Estimate","154,058"
"36113","Warren County","1974","Intercensal Population Estimate","52,845"
"36115","Washington County","1974","Intercensal Population Estimate","53,896"
"36117","Wayne County","1974","Intercensal Population Estimate","83,140"
"36119","Westchester County","1974","Intercensal Population Estimate","874,617"
"36121","Wyoming County","1974","Intercensal Population Estimate","38,885"
"36123","Yates County","1974","Intercensal Population Estimate","20,431"
"36000","New York State","1973","Intercensal Population Estimate","18,194,899"
"36001","Albany County","1973","Intercensal Population Estimate","289,754"
"36003","Allegany County","1973","Intercensal Population Estimate","50,255"
"36005","Bronx County","1973","Intercensal Population Estimate","1,418,905"
"36007","Broome County","1973","Intercensal Population Estimate","219,717"
"36009","Cattaraugus County","1973","Intercensal Population Estimate","84,385"
"36011","Cayuga County","1973","Intercensal Population Estimate","79,099"
"36013","Chautauqua County","1973","Intercensal Population Estimate","149,778"
"36015","Chemung County","1973","Intercensal Population Estimate","100,457"
"36017","Chenango County","1973","Intercensal Population Estimate","47,421"
"36019","Clinton County","1973","Intercensal Population Estimate","79,143"
"36021","Columbia County","1973","Intercensal Population Estimate","56,478"
"36023","Cortland County","1973","Intercensal Population Estimate","46,853"
"36025","Delaware County","1973","Intercensal Population Estimate","46,694"
"36027","Dutchess County","1973","Intercensal Population Estimate","232,531"
"36029","Erie County","1973","Intercensal Population Estimate","1,099,433"
"36031","Essex County","1973","Intercensal Population Estimate","35,513"
"36033","Franklin County","1973","Intercensal Population Estimate","44,596"
"36035","Fulton County","1973","Intercensal Population Estimate","55,451"
"36037","Genesee County","1973","Intercensal Population Estimate","59,807"
"36039","Greene County","1973","Intercensal Population Estimate","37,974"
"36041","Hamilton County","1973","Intercensal Population Estimate","5,173"
"36043","Herkimer County","1973","Intercensal Population Estimate","68,285"
"36045","Jefferson County","1973","Intercensal Population Estimate","90,312"
"36047","Kings County","1973","Intercensal Population Estimate","2,492,883"
"36049","Lewis County","1973","Intercensal Population Estimate","24,806"
"36051","Livingston County","1973","Intercensal Population Estimate","56,698"
"36053","Madison County","1973","Intercensal Population Estimate","64,973"
"36055","Monroe County","1973","Intercensal Population Estimate","709,660"
"36057","Montgomery County","1973","Intercensal Population Estimate","56,743"
"36059","Nassau County","1973","Intercensal Population Estimate","1,386,266"
"36061","New York County","1973","Intercensal Population Estimate","1,496,095"
"36063","Niagara County","1973","Intercensal Population Estimate","234,421"
"36065","Oneida County","1973","Intercensal Population Estimate","270,543"
"36067","Onondaga County","1973","Intercensal Population Estimate","469,756"
"36069","Ontario County","1973","Intercensal Population Estimate","83,660"
"36071","Orange County","1973","Intercensal Population Estimate","236,189"
"36073","Orleans County","1973","Intercensal Population Estimate","38,457"
"36075","Oswego County","1973","Intercensal Population Estimate","107,682"
"36077","Otsego County","1973","Intercensal Population Estimate","58,630"
"36079","Putnam County","1973","Intercensal Population Estimate","65,391"
"36081","Queens County","1973","Intercensal Population Estimate","1,958,079"
"36083","Rensselaer County","1973","Intercensal Population Estimate","156,005"
"36085","Richmond County","1973","Intercensal Population Estimate","315,833"
"36087","Rockland County","1973","Intercensal Population Estimate","240,854"
"36089","St. Lawrence County","1973","Intercensal Population Estimate","115,621"
"36091","Saratoga County","1973","Intercensal Population Estimate","140,159"
"36093","Schenectady County","1973","Intercensal Population Estimate","159,627"
"36095","Schoharie County","1973","Intercensal Population Estimate","28,953"
"36097","Schuyler County","1973","Intercensal Population Estimate","17,426"
"36099","Seneca County","1973","Intercensal Population Estimate","34,027"
"36101","Steuben County","1973","Intercensal Population Estimate","100,285"
"36103","Suffolk County","1973","Intercensal Population Estimate","1,198,823"
"36105","Sullivan County","1973","Intercensal Population Estimate","59,991"
"36107","Tioga County","1973","Intercensal Population Estimate","47,804"
"36109","Tompkins County","1973","Intercensal Population Estimate","83,331"
"36111","Ulster County","1973","Intercensal Population Estimate","152,977"
"36113","Warren County","1973","Intercensal Population Estimate","51,843"
"36115","Washington County","1973","Intercensal Population Estimate","54,515"
"36117","Wayne County","1973","Intercensal Population Estimate","82,318"
"36119","Westchester County","1973","Intercensal Population Estimate","886,576"
"36121","Wyoming County","1973","Intercensal Population Estimate","38,457"
"36123","Yates County","1973","Intercensal Population Estimate","20,528"
"36000","New York State","1972","Intercensal Population Estimate","18,351,888"
"36001","Albany County","1972","Intercensal Population Estimate","290,302"
"36003","Allegany County","1972","Intercensal Population Estimate","49,963"
"36005","Bronx County","1972","Intercensal Population Estimate","1,472,517"
"36007","Broome County","1972","Intercensal Population Estimate","219,760"
"36009","Cattaraugus County","1972","Intercensal Population Estimate","86,193"
"36011","Cayuga County","1972","Intercensal Population Estimate","79,364"
"36013","Chautauqua County","1972","Intercensal Population Estimate","151,627"
"36015","Chemung County","1972","Intercensal Population Estimate","101,673"
"36017","Chenango County","1972","Intercensal Population Estimate","47,665"
"36019","Clinton County","1972","Intercensal Population Estimate","80,628"
"36021","Columbia County","1972","Intercensal Population Estimate","56,158"
"36023","Cortland County","1972","Intercensal Population Estimate","46,513"
"36025","Delaware County","1972","Intercensal Population Estimate","46,922"
"36027","Dutchess County","1972","Intercensal Population Estimate","227,507"
"36029","Erie County","1972","Intercensal Population Estimate","1,112,776"
"36031","Essex County","1972","Intercensal Population Estimate","35,523"
"36033","Franklin County","1972","Intercensal Population Estimate","45,301"
"36035","Fulton County","1972","Intercensal Population Estimate","56,388"
"36037","Genesee County","1972","Intercensal Population Estimate","60,391"
"36039","Greene County","1972","Intercensal Population Estimate","36,725"
"36041","Hamilton County","1972","Intercensal Population Estimate","4,891"
"36043","Herkimer County","1972","Intercensal Population Estimate","69,293"
"36045","Jefferson County","1972","Intercensal Population Estimate","90,776"
"36047","Kings County","1972","Intercensal Population Estimate","2,560,159"
"36049","Lewis County","1972","Intercensal Population Estimate","24,918"
"36051","Livingston County","1972","Intercensal Population Estimate","56,280"
"36053","Madison County","1972","Intercensal Population Estimate","64,363"
